Group Name,Group ID,Photo ID,Order in Group,Photo Title,Username,Time Uploaded to Flickr,Time Added to Group,First Four Tags,Number of Views,Number of Faves,User ID,User Total Number of Photos,Pro Membership,Earliest Activity on Flickr,Date Joined Flickr,Number of Contacts,Location
beautifulcapture,347276@N23,8933046606,22,NUVENS...,sfleming2,2013-06-03 00:11:45,2013-06-03 00:11:54,[],2,0,46259319@N02,984,1,2010-01-05 16:34:17,2010-01-05 16:08:58,262,
beautifulcapture,347276@N23,8609534762,23,Biennale 2011 - people immersed in art - 31,magicoda,2013-04-01 04:03:43,2013-06-03 00:10:20,"[italia, italy, magicoda, foto]",35,3,14723883@N04,1429,1,2007-10-09 09:46:12,2007-10-08 10:31:02,256,"near Venice, Italy"
beautifulcapture,347276@N23,8933086584,24,Moazam Wedding,Djammz,2013-06-03 00:10:10,2013-06-03 00:10:17,"[nikon, nikond5200, friend, buddy]",6,0,95072220@N02,26,0,2013-04-21 02:19:11,2013-04-19 08:25:13,31,
beautifulcapture,347276@N23,8925215212,25,sposi bagnati...,dessardo federico,2013-06-02 10:16:36,2013-06-03 00:09:33,"[sposi, wedding, rain, pioggia]",13,1,41931134@N06,173,1,2009-09-02 11:26:20,2009-08-28 09:08:46,81,"Vasto, ITALY"
beautifulcapture,347276@N23,8922917672,26,mirror.,kaneko_ryo,2013-06-02 06:07:56,2013-06-03 00:09:15,"[eos5dmark\xe2\x85\xb2, carlzeissplanart1450]",32,15,57315605@N08,3499,1,2010-12-19 23:45:45,2010-12-19 23:40:16,877,"Hiroshima, Japan"
beautifulcapture,347276@N23,8931361698,27,The Last Sunshine,August_Lion,2013-06-02 20:35:14,2013-06-03 00:09:10,"[santacruz, beach, coast, sunset]",12,2,63401061@N07,231,1,2011-10-17 23:48:01,2011-05-27 20:02:54,144,"San Francisco, US"
beautifulcapture,347276@N23,8244442414,28,"Ian Paice, Deep Purple",Va4lent,2012-12-04 05:56:58,2013-06-03 00:09:04,"[deeppurple, music, live, concert]",43,0,79056139@N07,497,1,2012-04-14 14:13:29,2012-04-14 13:52:44,74,
beautifulcapture,347276@N23,8244443292,29,"Steve Morse & Ian Gillan, Deep Purple",Va4lent,2012-12-04 05:56:57,2013-06-03 00:09:03,"[deeppurple, music, live, concert]",57,0,79056139@N07,497,1,2012-04-14 14:13:29,2012-04-14 13:52:44,74,
beautifulcapture,347276@N23,8738259323,30,La nuit efface nos dilemmes,Sylvain K.,2013-05-14 13:58:57,2013-06-03 00:08:35,"[blackandwhite, bw, bwfp, filmphotography]",24,3,62012056@N03,338,1,2011-04-22 02:46:38,2011-04-22 01:29:39,249,
beautifulcapture,347276@N23,8670031721,31,DSC_0025,forevermemoriesstudio2013,2013-04-21 23:02:43,2013-06-03 00:08:20,[],69,5,92910952@N08,437,1,2013-02-02 23:18:32,2013-02-02 23:09:18,45,
beautifulcapture,347276@N23,8891952415,32,Aron!!,kokorage,2013-05-30 11:44:03,2013-06-03 00:08:04,[],56,4,63690052@N06,461,1,2011-07-30 06:13:56,2011-06-04 07:35:03,449,Germany
beautifulcapture,347276@N23,6592267833,33,Palouse,love_2_see_the_world,2011-12-28 23:08:54,2013-06-03 00:07:13,[],12,1,50679959@N06,200,1,2010-05-29 15:00:52,2010-05-29 14:43:35,71,
beautifulcapture,347276@N23,8931927358,34,Alexis Wrecks' us - 05,Chris Adval,2013-06-02 21:38:05,2013-06-03 00:06:15,"[modeling, model, portrait, portraiture]",14,2,60488531@N05,2477,1,2011-03-31 18:10:14,2011-03-11 15:04:28,1958,"Hazleton, PA, USA"
beautifulcapture,347276@N23,8917806850,35,Beyond The Imagination,Brian O'Mahony,2013-06-01 17:59:20,2013-06-03 00:04:57,"[beautiful, bali, wonderful, woman]",60,2,26474097@N00,853,1,2007-01-21 23:11:25,2007-01-21 22:02:53,1936,"Llandudno, UK"
beautifulcapture,347276@N23,8927890059,36,Open My Eyes,panga_ua,2013-06-02 15:10:44,2013-06-03 00:01:23,[],22,6,31986859@N04,1270,1,2008-11-07 00:24:03,2008-11-01 15:41:15,854,"Rivne, Ukraine"
beautifulcapture,347276@N23,8932359787,37,Climbing is Life,Michael Portanda Photography,2013-06-02 23:59:29,2013-06-02 23:59:36,"[climbing, rockclimbing, sport, sportclimbing]",27,1,54730714@N04,299,1,2010-10-10 10:46:26,2010-10-10 10:40:42,23,
beautifulcapture,347276@N23,8932180245,38,Electric 5K Run,Saibal K. Ghosh,2013-06-02 23:27:21,2013-06-02 23:58:28,"[5k, electricrun, glow, group]",2,2,53176581@N07,1281,1,2010-08-19 21:33:32,2010-08-19 21:27:15,2668,
beautifulcapture,347276@N23,8932977078,39,Moazam & Sabina Nikah,Djammz,2013-06-02 23:56:26,2013-06-02 23:56:32,"[nikon, nikond5200, 35mm, beautiful]",20,0,95072220@N02,26,0,2013-04-21 02:19:11,2013-04-19 08:25:13,31,
beautifulcapture,347276@N23,8932352857,40,Alone,David S Wilson,2013-06-02 23:51:57,2013-06-02 23:54:42,"[2013, adobelightroom4, davidswilson, england]",13,1,39731978@N04,5961,1,2009-06-22 12:56:46,2009-06-22 12:43:42,370,"Ely, Cambridgeshire, UK"
beautifulcapture,347276@N23,8932964530,41,Paint Explotion,Morphicx,2013-06-02 23:54:34,2013-06-02 23:54:38,"[pastel, pink, green, purple]",28,1,13990678@N05,1362,1,2009-05-05 07:24:42,2007-09-23 02:19:14,236,
beautifulcapture,347276@N23,8932423298,42,lookout,jorin.arriola,2013-06-02 22:36:19,2013-06-02 23:54:13,"[iso160, dog, panasonic, lumix]",26,3,92217814@N07,112,1,2013-01-14 15:23:12,2013-01-14 14:50:06,136,
beautifulcapture,347276@N23,8932315263,43,summer nights,CameraOne,2013-06-02 23:46:26,2013-06-02 23:52:51,"[fair, carnival, rides, amusementpark]",7,0,26695058@N00,439,1,2006-12-08 22:20:56,2006-12-07 22:07:54,163,
beautifulcapture,347276@N23,8932318877,44,Angel from Above,.[indianSummer].,2013-06-02 23:50:24,2013-06-02 23:50:28,[],24,1,57900291@N06,307,0,2011-01-04 13:27:30,2011-01-04 13:19:22,51,
beautifulcapture,347276@N23,8921042833,45,occupationbwL1000327,borjoz -thx for 100k views :),2013-06-02 03:09:59,2013-06-02 23:49:06,[],22,7,14329779@N06,765,1,2012-02-04 06:39:57,2007-09-29 06:06:59,1307,"Budapest, Hungary, Hungary"
beautifulcapture,347276@N23,4839685977,46,Sakuradamon Gate | Imperial Palace | Tokyo | Japan,Christian Junker | PHOTOGRAPHY,2010-07-29 02:24:30,2013-06-02 23:48:51,"[canon, eos, 7d, hongkongphotos]",481,5,47789610@N04,1826,1,2010-03-08 04:00:54,2010-02-22 09:44:12,3743,"Hong Kong, SAR, China"
beautifulcapture,347276@N23,8932812102,47,Piering into the light,J-C-M,2013-06-02 23:32:42,2013-06-02 23:45:27,"[calmbay, kerford, road, pier]",2,0,44261753@N05,1085,1,2009-11-02 20:17:14,2009-11-02 20:09:34,162,"Melbourne, Australia"
beautifulcapture,347276@N23,8932230203,48,DSC_0126,rashed9634,2013-06-02 23:34:21,2013-06-02 23:39:01,[],5,0,92596582@N00,24,0,2010-02-06 11:18:46,2006-02-19 04:32:48,71,Dhaka
beautifulcapture,347276@N23,8932235715,49,DSC_0127,rashed9634,2013-06-02 23:35:07,2013-06-02 23:39:01,[],3,0,92596582@N00,24,0,2010-02-06 11:18:46,2006-02-19 04:32:48,71,Dhaka
beautifulcapture,347276@N23,8932132107,50,Twilight Tunes Chris Watson Band-1037,H Alan C.,2013-06-02 23:24:24,2013-06-02 23:38:23,[],9,0,73451931@N03,814,1,2012-01-03 15:09:18,2012-01-03 12:38:54,21,
beautifulcapture,347276@N23,8928377502,51,Fresh summer air,Liya Ye,2013-06-02 15:00:04,2013-06-02 23:33:17,[],14,2,76394991@N07,109,0,2012-02-11 13:16:34,2012-02-11 06:52:46,175,
beautifulcapture,347276@N23,8932580772,52,Impending Storm,willkommen,2013-06-02 23:05:02,2013-06-02 23:32:31,"[milwaukee, wisconsin, storm, cloudy]",7,2,93789607@N00,2285,1,2009-05-27 10:23:38,2005-02-13 12:58:12,103,"Brookfield,  US of A"
beautifulcapture,347276@N23,8932194671,53,Monday Morning 3:06:13,zairulyo,2013-06-02 23:29:48,2013-06-02 23:29:51,[],28,5,17839544@N07,78,1,2012-12-02 03:02:56,2007-11-04 03:06:46,143,
beautifulcapture,347276@N23,8920188359,54,Ballet 7/7,Niels Linneberg,2013-06-02 00:58:54,2013-06-02 23:29:48,"[ballet, dance, bw, performance]",37,6,78224393@N00,4519,1,2009-06-29 03:19:27,2006-07-30 03:36:34,424,
beautifulcapture,347276@N23,8932153589,55,Feathers,MJField,2013-06-02 23:24:40,2013-06-02 23:25:34,"[dance, polynesian, woman, tahitian]",2,0,36083067@N04,1657,1,2009-03-07 02:41:10,2009-03-06 17:42:46,38,
beautifulcapture,347276@N23,8932743824,56,the bumblebee,Ingrid Friis Photo,2013-06-02 23:24:19,2013-06-02 23:24:23,[],6,1,91133543@N06,249,1,2012-12-15 14:16:42,2012-12-15 13:42:17,48,
beautifulcapture,347276@N23,8932728710,57,Lo Valdés - Chile,Fabro - Max,2013-06-02 23:19:01,2013-06-02 23:22:38,[],25,4,21187760@N05,2092,0,2007-11-24 23:56:20,2007-11-24 23:42:30,133,"Santiago, Chile"
beautifulcapture,347276@N23,8928446639,58,Fireworks from nature,bonjshar,2013-06-02 16:00:35,2013-06-02 23:15:03,[],1,0,45462284@N00,3401,1,2006-10-21 16:19:54,2006-01-03 10:06:06,113,
beautifulcapture,347276@N23,8926374067,59,,kaherdin,2013-06-02 13:02:30,2013-06-02 23:11:09,[],15,7,53943496@N05,1358,1,2010-09-15 15:29:52,2010-09-15 14:31:23,277,
beautifulcapture,347276@N23,8927002938,60,,kaherdin,2013-06-02 13:02:29,2013-06-02 23:11:04,[],20,4,53943496@N05,1358,1,2010-09-15 15:29:52,2010-09-15 14:31:23,277,
beautifulcapture,347276@N23,8929753060,61,Back to the Fifties,Saibal K. Ghosh,2013-06-02 17:25:52,2013-06-02 23:10:08,"[car, landscape, photographer, photography]",42,8,53176581@N07,1281,1,2010-08-19 21:33:32,2010-08-19 21:27:15,2668,
beautifulcapture,347276@N23,1791946439,62,YELOWFIELD,Alejandro Gutiérrez Tapia,2007-10-28 12:04:53,2013-06-02 23:09:37,"[naturesfinest, takeabow, flower, yelow]",296,14,9508251@N02,211,0,2007-07-16 17:07:45,2007-06-30 11:27:03,169,"Concepción, Chile"
beautifulcapture,347276@N23,8931233525,63,IMG_6688,mia patita,2013-06-02 21:29:31,2013-06-02 23:09:30,"[summer2012, dacha, flowers]",9,3,77918467@N02,2319,1,2012-03-15 20:59:44,2012-03-13 11:42:06,75,
beautifulcapture,347276@N23,8910897505,64,520 ROCKLAND ST PETER St Peter,jammo s,2013-06-02 23:03:57,2013-06-02 23:08:44,"[medieval, church, hdr, jammo]",25,1,59177805@N07,1338,1,2011-02-06 13:45:20,2011-02-05 13:26:01,166,Norwich
beautifulcapture,347276@N23,8917987465,65,Morning sunlight 藍天和白雲,TSOriginaux,2013-06-01 19:45:36,2013-06-02 23:08:10,[],30,3,11430663@N06,257,0,2010-05-25 00:32:36,2007-08-14 02:10:15,268,"Hong Kong, Hong Kong"
beautifulcapture,347276@N23,8932648186,66,Canada Goose,Fryderyk Supinski,2013-06-02 23:06:16,2013-06-02 23:07:56,"[canada, highpark, ontario, toronto]",14,1,92176602@N05,150,1,2013-01-16 23:32:22,2013-01-13 21:22:13,33,
beautifulcapture,347276@N23,8932530370,67,Cloudy,iAsn1111,2013-06-02 22:50:12,2013-06-02 23:06:21,[],36,0,89274445@N04,219,1,2012-10-27 12:13:27,2012-10-27 10:36:25,26,
beautifulcapture,347276@N23,8932621588,68,.,tamjty,2013-06-02 23:03:43,2013-06-02 23:06:08,"[hk, hongkong, street, streetphotography]",48,3,40413502@N08,387,1,2009-07-11 09:42:26,2009-07-11 09:32:17,171,"Hamilton, Canada"
beautifulcapture,347276@N23,7609045066,69,DSC07004,Jason Whittle Photography,2012-07-20 07:20:21,2013-06-02 23:04:56,"[southaustralia, surf, sea, surfer]",118,1,60365419@N07,439,1,2011-04-06 21:06:30,2011-03-07 21:04:40,32,"Port Lincoln, S.A., Australia"
beautifulcapture,347276@N23,8932249416,70,Gwanghwamun,Blue Sail,2013-06-02 22:25:55,2013-06-02 23:03:44,"[seoul, southkorea, canoneos5dmarkii, tamron2875f28l]",12,3,50274766@N08,1214,1,2011-02-13 02:03:31,2010-05-14 16:32:26,299,"GwangMyeong, South Korea"
beautifulcapture,347276@N23,8931641991,71,Gwanghwamun Square,Blue Sail,2013-06-02 22:16:05,2013-06-02 23:03:42,"[seoul, southkorea, canoneos5dmarkii, tamron]",3,0,50274766@N08,1214,1,2011-02-13 02:03:31,2010-05-14 16:32:26,299,"GwangMyeong, South Korea"
beautifulcapture,347276@N23,8932592042,72,.,sonicc1,2013-06-02 22:58:27,2013-06-02 23:01:14,[],34,1,64626306@N02,20,1,2012-12-23 15:25:04,2011-06-29 17:09:17,2,
beautifulcapture,347276@N23,8931943319,73,Antofagasta,_Yohan_,2013-06-02 22:53:39,2013-06-02 22:58:46,[],26,3,62271346@N03,77,0,2011-04-28 21:26:50,2011-04-28 21:25:33,142,
beautifulcapture,347276@N23,8928328472,74,Golden Gate Bridge,universini,2013-06-02 14:55:24,2013-06-02 22:56:24,[],21,8,54462457@N08,820,0,2010-10-01 12:51:22,2010-09-29 17:11:49,248,
beautifulcapture,347276@N23,8921337408,75,Marshal Beach Sunset,universini,2013-06-02 02:22:04,2013-06-02 22:53:19,"[sanfrancisco, bakerbeach, sfo, sunset]",30,7,54462457@N08,820,0,2010-10-01 12:51:22,2010-09-29 17:11:49,248,
beautifulcapture,347276@N23,8915731913,76,Portrait,Bahman Farzad,2013-06-01 15:11:53,2013-06-02 22:53:07,[portrait],86,19,21644167@N04,3959,1,2007-12-07 22:25:29,2007-12-07 21:58:33,5553,"Birmingham, Alabama, USA"
beautifulcapture,347276@N23,8932485542,77,"""Como el ala -¿de qué presagio?"" XAVIER VILLAURRUTIA",ix2013,2013-06-02 22:44:07,2013-06-02 22:53:01,[],17,2,62946045@N00,3163,1,2007-01-17 16:47:53,2006-12-03 19:35:56,442,"DF (Chilaquilandia), México"
beautifulcapture,347276@N23,8920648122,78,EX CASA DE ADMINISTRACION FF.CC | IQUIQUE,Pablo C.M || BANCOIMAGENES.CL,2013-06-02 00:35:07,2013-06-02 22:45:11,"[chile, iquique, regi\xc3\xb3ndetarapac\xc3\xa1]",11,1,45738951@N00,18950,1,2006-09-24 01:13:51,2006-09-24 01:04:23,1107,
beautifulcapture,347276@N23,8920737036,79,ESMERALDA | IQUIQUE,Pablo C.M || BANCOIMAGENES.CL,2013-06-02 00:48:31,2013-06-02 22:45:10,"[chile, iquique, regi\xc3\xb3ndetarapac\xc3\xa1, museocorbetaesmeralda]",20,3,45738951@N00,18950,1,2006-09-24 01:13:51,2006-09-24 01:04:23,1107,
beautifulcapture,347276@N23,8932455444,80,Dutch Iris Brown,Lydia2222,2013-06-02 22:42:33,2013-06-02 22:42:35,[],10,5,41796984@N08,6182,1,2009-08-22 16:21:08,2009-08-22 11:47:46,617,USA
beautifulcapture,347276@N23,8932427156,81,Hydrant By Water,bralorne1(Beachhead Photography),2013-06-02 22:40:50,2013-06-02 22:42:20,"[beachheadphotos, water, reflection, grass]",15,0,15341463@N06,1339,1,2007-10-17 21:25:02,2007-10-17 21:20:33,90,"Lower Mainland, Wet Coast, Canada"
beautifulcapture,347276@N23,8747107251,82,L1016510,bobochen77,2013-05-17 12:18:49,2013-06-02 22:38:18,"[sea, \xe6\xb5\xb7\xe5\x8d\x97]",17,1,95419748@N03,435,1,2013-05-02 22:42:24,2013-05-02 08:04:23,98,"广州, CHINA"
beautifulcapture,347276@N23,8932183638,83,Windmill,D-TaiL,2013-06-02 22:12:39,2013-06-02 22:35:57,"[windmill, moulinavent, sky, nikon]",52,6,58878812@N08,97,1,2012-10-04 04:53:48,2011-01-26 14:19:04,158,
beautifulcapture,347276@N23,8932366746,84,"armer's market, corvallis",kim.tackett,2013-06-02 22:30:47,2013-06-02 22:33:42,[],3,1,46420075@N04,2900,1,2010-01-10 16:58:37,2010-01-10 16:52:40,55,"Davis CA, US"
beautifulcapture,347276@N23,8931753259,85,"armer's market, corvallis",kim.tackett,2013-06-02 22:30:47,2013-06-02 22:33:41,[],2,1,46420075@N04,2900,1,2010-01-10 16:58:37,2010-01-10 16:52:40,55,"Davis CA, US"
beautifulcapture,347276@N23,8750787373,86,Little Bird Perched on Stick,FotoGrazio,2013-05-18 16:40:27,2013-06-02 22:30:04,"[wayne, grazio, fotograzio, sparrow]",46,4,94075184@N00,465,1,2006-07-25 00:28:09,2007-01-16 12:51:47,35,
beautifulcapture,347276@N23,8723897587,87,"Sunset, South Padre Island, Texas",ap0013,2013-05-09 20:11:51,2013-06-02 22:28:44,"[texas, tex, tx, south]",6,1,25273938@N03,3310,1,2008-04-03 20:26:47,2008-04-02 19:53:11,115,
beautifulcapture,347276@N23,8902562907,88,The  Yellow Joy,stunixus,2013-05-31 11:05:58,2013-06-02 22:26:17,"[nikon, nature, macro, close]",32,4,91088049@N08,177,1,2012-12-12 14:20:43,2012-12-12 14:02:25,124,
beautifulcapture,347276@N23,8891833503,89,Blüten im Garten,Nordener2013,2013-05-30 11:29:34,2013-06-02 22:22:55,"[bl\xc3\xbcten, blume, garten, olympuse450]",41,1,94529596@N03,39,0,2013-04-14 02:56:10,2013-03-31 03:19:14,3,"Norden, Deutschland"
beautifulcapture,347276@N23,8932122694,90,Photo Shoot-Blackstrap-Ziqi-Zhang.com,Ziqi Zhang Photography,2013-06-02 22:01:43,2013-06-02 22:22:52,[],8,2,51437497@N05,130,1,2012-10-17 04:47:24,2010-06-24 14:06:42,78,"Saskatoon, Canada"
beautifulcapture,347276@N23,8932112314,91,Photo Shoot-Blackstrap-Ziqi-Zhang.com,Ziqi Zhang Photography,2013-06-02 22:01:46,2013-06-02 22:22:51,[],0,0,51437497@N05,130,1,2012-10-17 04:47:24,2010-06-24 14:06:42,78,"Saskatoon, Canada"
beautifulcapture,347276@N23,8932300308,92,Wheel,Roman_P2013,2013-06-02 22:21:32,2013-06-02 22:21:38,"[circleparkcloudcloudsamusmentcarscaroldviennacapitalweatherrain, bestshotthe, best, shot]",20,2,90843398@N02,260,1,2012-12-06 16:12:34,2012-12-06 16:05:20,39,"Oslo, Norway"
beautifulcapture,347276@N23,8931662131,93,Week 22: Reflections,Virginia Bailey Photography,2013-06-02 22:19:06,2013-06-02 22:21:05,"[reflections, project52, 52weeks, theme]",9,1,47647316@N06,493,1,2010-02-17 22:41:14,2010-02-17 22:18:12,221,"Seattle, USA"
beautifulcapture,347276@N23,8922182863,94,Grasnelke,Nordener2013,2013-06-02 05:49:20,2013-06-02 22:20:31,"[grasnelke, bl\xc3\xbcten, blume, garten]",9,1,94529596@N03,39,0,2013-04-14 02:56:10,2013-03-31 03:19:14,3,"Norden, Deutschland"
beautifulcapture,347276@N23,8923230435,95,Repair for the next voyage,thomas@flickr,2013-06-02 08:00:53,2013-06-02 22:19:02,"[8elements, 8\xe6\x9e\x9a, anping, blue]",19,7,30644089@N08,3017,1,2008-09-17 06:34:20,2008-09-17 06:33:27,342,
beautifulcapture,347276@N23,8931555467,96,Sub existiendo,nicole.cabezaderadio,2013-06-02 22:05:39,2013-06-02 22:18:28,"[photography, blackandwhite]",8,0,65956299@N07,128,0,2011-08-15 18:54:32,2011-08-03 12:19:58,27,"Valparaiso, Chile"
beautifulcapture,347276@N23,8931526901,97,"150/365 - Lens Flare at 39,000 ft","photojourney57 (Thank You for 100,000+ Views!!)",2013-06-02 22:16:17,2013-06-02 22:16:26,"[150365, project365, 365photos, 1yearofphotographs]",24,1,54679799@N03,639,1,2010-10-10 21:28:00,2010-10-08 19:15:35,179,"Cookeville, TN, U.S.A."
beautifulcapture,347276@N23,8932198276,98,Let there be light,JJWit818,2013-06-02 22:14:52,2013-06-02 22:14:53,"[light, sun, leaves, leaf]",81,0,38753534@N02,118,1,2010-07-26 11:06:19,2009-05-25 18:43:42,116,
beautifulcapture,347276@N23,8932083480,99,Glorious Morning,Ragavendran / ♥Rags♥,2013-06-02 21:57:43,2013-06-02 22:13:19,"[ragavendran, cwc, chennaiweekendclickers, thirumazhisai]",50,7,53573929@N07,884,1,2010-09-02 23:19:22,2010-09-02 10:06:43,161,"Chennai, India"
beautifulcapture,347276@N23,8930955046,100,Spring,Tracy Christina,2013-06-02 19:49:53,2013-06-02 22:12:03,[],5,2,74511311@N07,187,1,2012-01-20 16:03:30,2012-01-16 20:34:35,97,
beautifulcapture,347276@N23,8932158986,101,Nature meets culture,tmo222,2013-06-02 22:04:16,2013-06-02 22:11:31,"[history, historic, artifacts, architecture]",12,1,11209791@N02,789,1,2012-02-08 11:33:32,2007-08-09 22:25:04,25,Canada
beautifulcapture,347276@N23,8012312573,102,DSC_4044  Ипомея (Ipomea),pepa kostova,2012-09-22 10:51:31,2013-06-02 22:10:02,"[\xd0\xb8\xd0\xbf\xd0\xbe\xd0\xbc\xd0\xb5\xd1\x8f, ipomea, autumn, beautiful]",405,16,61665353@N05,327,0,2011-04-12 11:33:12,2011-04-12 11:26:51,163,"Pleven, Bulgaria "
