Group Name,Group ID,Photo ID,Commenting User,Commenting time,Full Text of Comment,Order of Comment
beautifulcapture,347276@N23,8701355314,régisa,2013-05-10 12:58:46,"<a href=""http://www.flickr.com/groups/1532663@N20/"">
<img src=""http://farm9.staticflickr.com/8352/8253865686_045fdd1b78_o.jpg"" width=""250"" height=""53"" alt=""fga"" /></a>
Seen in: <a href=""http://www.flickr.com/groups/1532663@N20/"">Fine Gold</a> Post 1 and Award 5 others",13
beautifulcapture,347276@N23,8701355314,H. Eisenreich Foto,2013-05-10 13:10:51,"<a href=""http://www.flickr.com/groups/1532663@N20/"">
<img src=""http://farm9.staticflickr.com/8352/8253865686_045fdd1b78_o.jpg"" width=""250"" height=""53"" alt=""fga"" /></a>
Seen in: <a href=""http://www.flickr.com/groups/1532663@N20/"">Fine Gold</a> Post 1 and Award 5 others

<em>Via <a href=""http://www.fluidr.com/groups/1532663@N20/"" rel=""nofollow"">items in the Fine Gold pool on Fluidr</a></em>",14
beautifulcapture,347276@N23,8701355314,Aðalheiður Guðmundsdóttir,2013-05-10 13:16:29,"<a href=""http://www.flickr.com/groups/photographer_paradise/"">
<img src=""http://farm4.static.flickr.com/3201/2716335902_7eab4a514f_t.jpg"" />
攝影人天堂(Post 1 Award 5)
Photographer Paradise</a>",15
beautifulcapture,347276@N23,8701355314,fleckchen,2013-05-10 13:34:53,"<i><b> Wonderful image!!!!
Seen in:
<a href=""http://www.flickr.com/groups/xumillion"">****** PHOTO GARDEN ******</a>
<a href=""http://www.flickr.com/groups/xumillion""><img src=""http://farm3.static.flickr.com/2637/3832844900_e48425457a_m.jpg"" /></a>
Thanks you for sharing !!
****** PHOTO GARDEN ******
Please: Post 1 / Comment 2</b></i>",16
beautifulcapture,347276@N23,8701355314,ESTRELITA - PHOTOGRAPHY,2013-05-10 13:52:24,"<b>Absolutely The Perfect Photographer</b>
 <b>You Deserve Another Perfect Photographer Award</b>
 <img src=""http://farm2.static.flickr.com/1378/1134589705_289da6dcf0_o.jpg"" width=""120 "" height=""116 "" alt=""The Perfect Photographer Award"" />
 <a href=""http://www.flickr.com/groups/theperfectphotographers/"">The Perfect Photographer(Post 1 Award 2) </a>",17
beautifulcapture,347276@N23,8701355314,gefriernonne,2013-05-10 13:52:34,"Good shot


This photo took my BREATH away
<a href=""http://www.flickr.com/groups/breath_taking/""><img src=""http://farm2.static.flickr.com/1395/540535383_13bd17ad4c_t.jpg"" /></a>
<a href=""http://www.flickr.com/groups/breath_taking/"">BREATHTAKING</a>
&quot;collect 5 Green Breathtaking Awards to get a Gold Award&quot;",18
beautifulcapture,347276@N23,8701355314,freguggin2010,2013-05-10 14:01:49,"I saw this Great Photo in Group :
<b><a href=""http://www.flickr.com/groups/628767@N24""><img src=""http://farm4.static.flickr.com/3047/2736619829_b220180be8_s.jpg"" width=""75"" height=""75"" alt=""Cosplay set 11c"" /></a>
攝影發燒友
Please tag your photo: 攝影發燒友</b>

Best wish^^",19
beautifulcapture,347276@N23,8701355314,Marina Diksaitis,2013-05-10 14:28:36,"<a href=""http://www.flickr.com/groups/1532663@N20/"">
<img src=""http://farm9.staticflickr.com/8352/8253865686_045fdd1b78_o.jpg"" width=""250"" height=""53"" alt=""fga"" /></a>
Seen in: <a href=""http://www.flickr.com/groups/1532663@N20/"">Fine Gold</a> Post 1 and Award 5 others",20
beautifulcapture,347276@N23,8701355314,PatriciaLimpias2009,2013-05-10 14:28:42,"<a href=""http://www.flickr.com/groups/1532663@N20/"">
<img src=""http://farm9.staticflickr.com/8352/8253865686_045fdd1b78_o.jpg"" width=""250"" height=""53"" alt=""fga"" /></a>
Seen in: <a href=""http://www.flickr.com/groups/1532663@N20/"">Fine Gold</a> Post 1 and Award 5 others",21
beautifulcapture,347276@N23,8701355314,sgmillionxu2000,2013-05-10 18:15:04,"<i><b> Wonderful image!!!!
 Seen in:
 <a href=""http://www.flickr.com/groups/xumillion"">****** PHOTO GARDEN ******</a>
 <a href=""http://www.flickr.com/groups/xumillion""><img src=""http://farm3.static.flickr.com/2637/3832844900_e48425457a_m.jpg"" /></a>
 Thanks you for sharing !!
 ****** PHOTO GARDEN ******
 Please: Post 1 / Comment 2</b></i>",22
beautifulcapture,347276@N23,8701355314,France-♥-,2013-05-10 19:21:02,very nice.,23
beautifulcapture,347276@N23,8701355314,bokage,2013-05-10 22:52:04,"&quot;We travel the world&quot;
 <a href=""http://www.flickr.com/groups/Pancry/""> <img src=""http://farm3.static.flickr.com/2689/4256915464_3b62646a9d_t.jpg"" /></a> 
<a href=""http://www.flickr.com/groups/pancry"">www.flickr.com/groups/pancry</a>;",24
beautifulcapture,347276@N23,8701355314,SOKO212,2013-05-11 00:28:20,"<a href=""http://www.flickr.com/groups/fotosmaravilhossas/&gt"">www.flickr.com/groups/fotosmaravilhossas/&gt</a>;<img src=""http://farm3.static.flickr.com/2569/3725565542_d21defec67_m.jpg"" /> Viewed in Wonderful photos for the world It should look",25
beautifulcapture,347276@N23,8701355314,UweBKK (α 550 on ),2013-05-11 00:44:05,"<a href=""http://www.flickr.com/groups/fotosmaravilhossas""><img src=""http://farm3.static.flickr.com/2569/3725565542_d21defec67_m.jpg"" />
Viewed in Wonderful photos for the world</a>",26
beautifulcapture,347276@N23,8701355314,Donatella Altea,2013-05-11 04:02:39,"Another Great National Geographic image:
<a href=""http://flickr.com/groups/893835@N20/""><img src=""http://i88.photobucket.com/albums/k191/awilder_wilder/nationalgeographic-1.jpg"" /></a>
<a href=""http://flickr.com/groups/893835@N20/"">National Geographic World Wide</a>
TAG your photo with: National Geographic",27
beautifulcapture,347276@N23,8701355314,Leonard John Matthews,2013-05-11 06:17:40,"This photo is truly a Winnr! Congratulations and thank you for adding it to the group. 
<a href=""http://www.flickr.com/groups/flickrwinnr/"" title=""Sol by George H Reader, on Flickr""><img src=""http://farm5.static.flickr.com/4139/4771495844_48b437730e_t.jpg"" width=""99"" height=""100"" alt=""Sol"" /></a>


Please comment on 3",28
beautifulcapture,347276@N23,8701355314,Chris. Hu,2013-05-11 22:25:56,"<a href=""http://www.flickr.com/groups/photographer_paradise/"">
<img src=""http://farm4.static.flickr.com/3201/2716335902_7eab4a514f_t.jpg"" /> 
攝影人天堂(Post 1 Award 5) 
Photographer Paradise</a>",29
beautifulcapture,347276@N23,8701355314,Zórzimo Croquezz,2013-05-12 10:36:52,"This photo is truly a Winnr! Congratulations and thank you for adding it to the group.
<a href=""http://www.flickr.com/groups/flickrwinnr/"" title=""Sol by George H Reader, on Flickr""><img src=""http://farm5.static.flickr.com/4139/4771495844_48b437730e_t.jpg"" width=""99"" height=""100"" alt=""Sol"" /></a>


Please comment on 3",30
beautifulcapture,347276@N23,8701355314,eric&co,2013-05-18 05:19:37,"<a href=""http://www.flickr.com/groups/flickrAward/""> <img src=""http://farm4.static.flickr.com/3039/2986352353_578a2fcdc4_m.jpg?v=0"" /> </a>
<a target=""_blank"" href=""http://www.flickr.com/groups/flickraward/""> flickrAward (post1 – award 5) </a>
*Thankyou for giving awards that let people know you like their photo. 
*Please post your photo to flickr Award 5+ thread if you received 5 or more of this award",31
beautifulcapture,347276@N23,7037412063,AD nan,2012-04-07 02:16:17,NICE!!,1
beautifulcapture,347276@N23,7564061722,Ewald Photography,2012-07-13 15:44:55,"<a href=""http://m.maploco.com/details/eed32aj1"" rel=""nofollow""><img src=""http://www.maploco.com/vmap/5145805.png"" alt=""Locations of Site Visitors"" title=""Locations of Site Visitors"" /></a>",1
beautifulcapture,347276@N23,7564061722,Les_Stockton,2012-07-13 15:49:05,nice creation,2
beautifulcapture,347276@N23,7564061722,la cegna,2012-07-13 15:53:29,great job:-),3
beautifulcapture,347276@N23,7564061722,itscosmicjim,2012-07-13 16:04:05,Nice processing.,4
beautifulcapture,347276@N23,7564061722,rmay3,2012-07-13 16:17:12,nice photo brill,5
beautifulcapture,347276@N23,7564061722,Thomas's Pics,2012-07-13 16:25:42,great piece of artwork,6
beautifulcapture,347276@N23,7564061722,FRANCIS DE GUAY,2012-07-13 18:14:55,"Very Amazing &amp; brilliant!
superb artwork
Excellent image 
Have a nice weekend my friend",7
beautifulcapture,347276@N23,7564061722,Cliff Ayotte,2012-07-13 18:57:26,Nice processing.,8
beautifulcapture,347276@N23,7564061722,Brandur Coombs,2012-07-13 19:04:10,Fantastic,9
beautifulcapture,347276@N23,7564061722,moriyu,2012-07-13 19:37:46,"wonderful collage!

<em>Via <a href=""http://www.fluidr.com/photos/38936058@N02/friends"" rel=""nofollow"">moriyu's contacts' uploads on Fluidr</a></em>",10
beautifulcapture,347276@N23,7564061722,waterbug49307,2012-07-13 19:39:32,Your op art rocks!,11
beautifulcapture,347276@N23,7564061722,Jonathan Teapot,2012-07-13 20:43:22,Andy Warhol!,12
beautifulcapture,347276@N23,7564061722,Open Circle,2012-07-13 21:04:33,Warhol! One of my fav artistes ! Lovely job !,13
beautifulcapture,347276@N23,7564061722,Giuseppe G,2012-07-13 21:48:41,Nice processing,14
beautifulcapture,347276@N23,7564061722,ChrisH Photos (signing off soon many thanks),2012-07-14 02:30:23,Super colour and concept nice work.,15
beautifulcapture,347276@N23,7564061722,Barbut1,2012-07-14 02:56:43,Well done. Ewald Pop Art. !!!,16
beautifulcapture,347276@N23,7564061722,Laura Lucia Limongi very busy on/ off,2012-07-14 03:39:46,Great work my friend,17
beautifulcapture,347276@N23,7564061722,Nana *7* (nana.leder) ~ ^^ busybee,2012-07-14 05:15:51,8) haha..  Great! And a very creative work!,18
beautifulcapture,347276@N23,7564061722,penelope perkins,2012-07-14 07:46:04,"<a href=""http://www.flickr.com/groups/bigfave""><img src=""http://static.flickr.com/60/206034722_7c1e091cb5_t.jpg"" width=""48"" height=""48"" alt=""A Big Fave"" />A Big Fave</a>
You are invited to add this image to <a href=""http://www.flickr.com/groups/bigfave"">www.flickr.com/groups/bigfave</a>
Please tag this photo with <b>ABigFave</b> when you add it to the pool.",19
beautifulcapture,347276@N23,7564061722,Geoff Mahood,2012-07-14 10:10:50,Super processing.,20
beautifulcapture,347276@N23,7564061722,DASEye,2012-07-14 16:36:33,"Great shot, very Andy Warhol like.",21
beautifulcapture,347276@N23,7564061722,davids pixels,2012-07-14 17:23:04,great pop art effect,22
beautifulcapture,347276@N23,7564061722,Marthin Sühl,2012-07-15 12:04:34,Fun way to play with colors.,23
beautifulcapture,347276@N23,7564061722,Hysterical Paroxysm,2012-07-15 12:25:12,Drella would be proud.,24
beautifulcapture,347276@N23,7564061722,Kumar SS,2012-07-15 20:39:04,Nice~,25
beautifulcapture,347276@N23,7564061722,timechaser,2012-07-16 03:42:36,Great!!,26
beautifulcapture,347276@N23,7564061722,John St John Photography,2012-07-20 11:57:52,Love the Warhol effect!,27
beautifulcapture,347276@N23,7564061722,abstract by nature,2012-07-21 00:43:09,"How fun!  Love the colors, what an expressive self-portrait!",28
beautifulcapture,347276@N23,7564061722,TausP.,2012-07-23 10:24:45,nice job!,29
beautifulcapture,347276@N23,7564061722,Jam248,2012-08-06 03:04:06,cool work well done,30
beautifulcapture,347276@N23,7564061722,rikvandenhende,2012-08-08 04:57:33,nice,31
beautifulcapture,347276@N23,7564061722,Megh Roddur (Anupam Pratip),2012-08-27 06:42:12,nice processing.....,32
beautifulcapture,347276@N23,7564061722,MedoRRa,2012-08-28 05:02:16,nice work ...,33
beautifulcapture,347276@N23,7564061722,mel . li,2012-08-28 14:18:54,"fantastica !!!
genial!!!
un saludo y buena semana
y para escuchar:
<a href=""http://youtu.be/CdDDY5nVA3A"" rel=""nofollow"">youtu.be/CdDDY5nVA3A</a>",34
beautifulcapture,347276@N23,7564061722,metalcatfish,2012-09-02 16:41:44,saucy! lol,35
beautifulcapture,347276@N23,7564061722,Jerryhattric,2012-09-06 20:50:32,Fun shot!,36
beautifulcapture,347276@N23,7564061722,mylifemylife,2012-12-16 11:05:24,nice work!!,37
beautifulcapture,347276@N23,7564061722,{Photography by Nikki},2013-01-24 16:09:21,cool colors.,38
beautifulcapture,347276@N23,7564061722,Joel I Young,2013-04-30 16:20:13,"Pop art styley i like it (<a href=""http://www.flickr.com/groups/3to1/"" title=""3:1 group"">3:1 Group</a>)",39
beautifulcapture,347276@N23,7564061722,andrewrosspoetry,2013-05-01 00:43:31,"(<a href=""http://www.flickr.com/groups/3to1/"" title=""3:1 group"">3:1 Group</a>)

Great idea, well executed",40
beautifulcapture,347276@N23,7564061722,Patrick Hufschmid Photography,2013-06-03 00:35:41,"Great shot!

Discovered! by <a href=""http://www.flickr.com/groups/discovery/""><img src=""http://farm4.static.flickr.com/3354/3481150656_8faf671929_o.jpg"" alt=""Discovery Photos"" /></a>",41
beautifulcapture,347276@N23,7564061722,Rob Goldstein-off/working,2013-06-03 00:41:39,"<b>Sua foto bonita foi vista em/
Your beautiful photo was seen in:</b>
<a href=""http://www.flickr.com/groups/simplesmentebelo/"">
<b>.•*´ ** •--- Simplesmente Belo .•*´ ** •---</b></a>
<a href=""http://www.flickr.com/groups/simplesmentebelo/""><img src=""http://farm4.static.flickr.com/4038/5163750947_5fd3544c40_m.jpg"" width=""220"" height=""153"" alt=""award code by Adriënne, on Flickr "" /></a>
<a href=""http://www.flickr.com/groups/simplesmentebelo/""><b>.•*´ ** •••---- Simply Beautiful .•*´ ** •••----</b></a>",42
beautifulcapture,347276@N23,7564061722,mattwareherts,2013-06-03 00:42:57,"<b>COOL SHOT!!! : seen in : 
<a href=""http://www.flickr.com/groups/double_dragon_awards/""><img src=""http://farm4.static.flickr.com/3054/2655357556_d0e0f0c1cc_m.jpg"" width=""160"" height=""120"" title=""Double Dragon Awards"" />
&quot;Double Dragon Awards&quot;
Post 1 Award 3 (Sweeper IS active)</a> 

If you receive 5+ Awards /Si has recibido +5 de Premios <a href=""http://www.flickr.com/groups/double_dragon_awards/discuss/72157625580060412"">Click here /Clica aqui</a>

If you receive 4 Awards /Si has recibido 4 Premios <a href=""http://www.flickr.com/groups/double_dragon_awards/discuss/72157625454308009"">Click here / Clica aqui </a></b>",43
beautifulcapture,347276@N23,8933196260,Dimitra Kirgiannaki (♪♫♪♫♪♫♪♫),2013-06-03 00:29:07,"<b>Absolutely The Perfect Photographer</b>
<b>You Deserve Another Perfect Photographer Award</b>
<img src=""http://farm2.static.flickr.com/1378/1134589705_289da6dcf0_o.jpg"" width=""120 "" height=""116 "" alt=""The Perfect Photographer Award"" />
<a href=""http://www.flickr.com/groups/theperfectphotographers/"">The Perfect Photographer(Post 1 Award 2) </a>",1
beautifulcapture,347276@N23,8933196260,Patrick Hufschmid Photography,2013-06-03 00:35:06,"<a href=""http://www.flickr.com/groups/83374492@N00/"" title=""Photo Sharing""><img src=""http://static.flickr.com/104/297820197_1b62ce7b44_o.jpg"" width=""129"" height=""48"" alt=""Nominated"" /></a>

I pick this photograph to be on the cover of National Geographic
<a href=""http://www.flickr.com/groups/83374492@N00/ "">National Geographic: Are You Good Enough?</a>",2
beautifulcapture,347276@N23,8933196260,Patrick Hufschmid Photography,2013-06-03 00:39:38,"<a href=""http://www.flickr.com/groups/hdronemagazine/""><img src=""http://farm9.staticflickr.com/8293/7856764654_09a9d22342_o.jpg"" /></a>
<b>This image can be seen in the HDR One Magazine group</b>
<b><a href=""http://www.hdrone.com"" rel=""nofollow"">www.hdrone.com</a></b>",3
beautifulcapture,347276@N23,8918240604,Añelo de la Krotsche,2013-06-02 02:13:18,magnificent,1
beautifulcapture,347276@N23,8917763341,Añelo de la Krotsche,2013-06-02 02:13:56,the place where I dream to be,1
beautifulcapture,347276@N23,8874067095,ysoseriuos,2013-05-28 22:54:19,"<a href=""http://www.flickr.com/groups/1532663@N20/"">
<img src=""http://farm9.staticflickr.com/8352/8253865686_045fdd1b78_o.jpg"" width=""250"" height=""53"" alt=""fga"" /></a>
Seen in: <a href=""http://www.flickr.com/groups/1532663@N20/"">Fine Gold</a> Post 1 and Award 5 others",1
beautifulcapture,347276@N23,8874067095,"Reg Ramai ( Back, catching up!)",2013-05-28 23:06:05,"<b>Wonderful shot!</b>
<a href=""http://www.flickr.com/groups/bestshotawards/""><img src=""http://farm4.static.flickr.com/3620/3395747697_19554d4b24_o.jpg"" /></a>
Seen in: <a href=""http://www.flickr.com/groups/bestshotawards/"">The Best Shot - post 1 / award 5</a>",2
beautifulcapture,347276@N23,8874067095,Das Lied von der Erde,2013-05-28 23:08:33,棒极了！,3
beautifulcapture,347276@N23,8874067095,michaeltminella,2013-05-28 23:10:26,"<b>_____THE YELLOW Group - award______<i> <a href=""http://www.flickr.com/groups/1595870@N20"">
<img src=""http://farm6.static.flickr.com/5215/5410278098_dfe7e2035c_m.jpg"" />
Second - Group - dnoceS- Post 1, Award 4</a> 

<b><i> If you receive 4 YELLOW Group awards <a href=""http://www.flickr.com/groups/1648242@N22"">
Please post direct HERE </a> </i></b></i></b>",4
beautifulcapture,347276@N23,8874067095,JerryBay,2013-05-28 23:15:26,[http://www.flickr.com/photos/glenn_xian] 谢谢！,5
beautifulcapture,347276@N23,8874067095,Jaime Villaseca,2013-05-28 23:17:36,"I agree, Excellent Artwork!
<img src=""http://farm4.static.flickr.com/3467/3366040009_745ddfcfea_m.jpg"" />
<b>An excellent photo!</b>
<a href=""http://www.flickr.com/groups/67648433@N00/""> Click The Camera Group</a>",6
beautifulcapture,347276@N23,8874067095,"Inatil - up,up and away (till 22.06)",2013-05-28 23:27:02,"<b>_____THE YELLOW Group - award______<i> <a href=""http://www.flickr.com/groups/1595870@N20"">
<img src=""http://farm6.static.flickr.com/5215/5410278098_dfe7e2035c_m.jpg"" />
Second - Group - dnoceS- Post 1, Award 4</a> 

<b><i> If you receive 4 YELLOW Group awards <a href=""http://www.flickr.com/groups/1648242@N22"">
Please post direct HERE </a> </i></b></i></b>",7
beautifulcapture,347276@N23,8874067095,ziwadashi,2013-05-28 23:29:18,"<b>Absolutely The Perfect Photographer</b>
 <b>You Deserve Another Perfect Photographer Award</b>
 <img src=""http://farm2.static.flickr.com/1378/1134589705_289da6dcf0_o.jpg"" width=""120 "" height=""116 "" alt=""The Perfect Photographer Award"" />
 <a href=""http://www.flickr.com/groups/theperfectphotographers/"">The Perfect Photographer(Post 1 Award 2) </a>",8
beautifulcapture,347276@N23,8874067095,rox_aria,2013-05-28 23:44:03,"<b>WOW, this photo is AMAZING!
Your photo deserves double the EXCELLENCE!!!
<a href=""http://www.flickr.com/groups/cerofex""></a></b><a href=""http://www.flickr.com/groups/cerofex"">
<img src=""http://farm3.static.flickr.com/2360/2053216195_069c281c7d.jpg?v=0"" /></a>
<i>Please be sure your photo is TAGGED &quot;SOE&quot;</i>

<b>Collect at least 7 double-the-excellence awards and post a small-size <a href=""http://www.flickr.com/groups/cerofex/discuss/72157622657444765/"">HERE</a> to receive admin invite to Shield Of Excellence - Level 2.</b>",9
beautifulcapture,347276@N23,8874067095,Jorge Torrado,2013-05-29 00:08:08,"<a href=""http://www.flickr.com/groups/1532663@N20/"">
<img src=""http://farm9.staticflickr.com/8352/8253865686_045fdd1b78_o.jpg"" width=""250"" height=""53"" alt=""fga"" /></a>
Seen in: <a href=""http://www.flickr.com/groups/1532663@N20/"">Fine Gold</a> Post 1 and Award 5 others",10
beautifulcapture,347276@N23,8874067095,Nebojsa Mladjenovic,2013-05-29 00:15:52,"<b>Wonderful shot!</b>
<a href=""http://www.flickr.com/groups/bestshotawards/""><img src=""http://farm4.static.flickr.com/3620/3395747697_19554d4b24_o.jpg"" /></a>
Seen in: <a href=""http://www.flickr.com/groups/bestshotawards/"">The Best Shot - post 1 / award 5</a>",11
beautifulcapture,347276@N23,8874067095,Patrick Hufschmid Photography,2013-05-29 00:15:57,"<strong>This great pic was seen in:</strong>

<a href=""http://www.flickr.com/groups/1529824@N23""><img src=""http://farm5.static.flickr.com/4132/4992787333_4cac235f96_m.jpg"" width=""160"" height=""160"" />
►the best shots◄
(post 1 - award 3)</a>",12
beautifulcapture,347276@N23,8874067095,Dreaming ...,2013-05-29 00:22:54,"Your <strong>Super</strong> shot deserves our <strong>Super</strong> award!
<a href=""http://www.flickr.com/groups/superphotographer""><img src=""http://farm4.static.flickr.com/3487/3792177188_b1580d60e8_m.jpg"" width=""200"" height=""200"" alt=""Super Photographer"" /></a>
<strong>Show The World Your Art </strong>
<strong><a href=""http://www.flickr.com/groups/superphotographer/"">Super Photographer Group</a> (Post 1 - Award 5)</strong>",13
beautifulcapture,347276@N23,8874067095,Manas Mayur,2013-05-29 00:25:08,"<b>WOW, this photo is AMAZING!
Your photo deserves double the EXCELLENCE!!!
<a href=""http://www.flickr.com/groups/cerofex""></a></b><a href=""http://www.flickr.com/groups/cerofex"">
<img src=""http://farm3.static.flickr.com/2360/2053216195_069c281c7d.jpg?v=0"" /></a>
<i>Please be sure your photo is TAGGED &quot;SOE&quot;</i>

<b>Collect at least 7 double-the-excellence awards and post a small-size <a href=""http://www.flickr.com/groups/cerofex/discuss/72157622657444765/"">HERE</a> to receive admin invite to Shield Of Excellence - Level 2.</b>",14
beautifulcapture,347276@N23,8874067095,trango3,2013-05-29 01:05:18,"<b>_____THE YELLOW Group - award______<i> <a href=""http://www.flickr.com/groups/1595870@N20"">
<img src=""http://farm6.static.flickr.com/5215/5410278098_dfe7e2035c_m.jpg"" />
Second - Group - dnoceS- Post 1, Award 4</a> 

<b><i> If you receive 4 YELLOW Group awards <a href=""http://www.flickr.com/groups/1648242@N22"">
Please post direct HERE </a> </i></b></i></b>",15
beautifulcapture,347276@N23,8874067095,frode skjold,2013-05-29 01:37:20,"<b>Seen in the Exemplary Shots - Flickr's BEST GROUP
 </b><a href=""http://www.flickr.com/photos/exemplaryphotos/468651131/"" title=""Photo Sharing""><img src=""http://farm1.static.flickr.com/231/468651131_05686fb2a0_t.jpg"" width=""100"" height=""68"" alt=""Exemplary Shot - LOGO copy"" /></a>
 <a href=""http://www.flickr.com/groups/exemplaryshots"">
 <b>Exemplary Shots - Flickr's BEST (Post 1 Award 3)</b></a>",16
beautifulcapture,347276@N23,8874067095,Dave S. Blank,2013-05-29 01:39:16,"<a href=""http://www.flickr.com/groups/1532663@N20/"">
<img src=""http://farm9.staticflickr.com/8352/8253865686_045fdd1b78_o.jpg"" width=""250"" height=""53"" alt=""fga"" /></a>
Seen in: <a href=""http://www.flickr.com/groups/1532663@N20/"">Fine Gold</a> Post 1 and Award 5 others",17
beautifulcapture,347276@N23,8874067095,Kate Evans2012,2013-05-29 01:39:48,"<a href=""http://www.flickr.com/groups/1532663@N20/"">
<img src=""http://farm9.staticflickr.com/8352/8253865686_045fdd1b78_o.jpg"" width=""250"" height=""53"" alt=""fga"" /></a>
Seen in: <a href=""http://www.flickr.com/groups/1532663@N20/"">Fine Gold</a> Post 1 and Award 5 others",18
beautifulcapture,347276@N23,8874067095,果報者Kahoumono,2013-05-29 01:41:58,!,19
beautifulcapture,347276@N23,8874067095,TRUDI.,2013-05-29 01:56:18,"<b>WOW, this photo is AMAZING!
Your photo deserves double the EXCELLENCE!!!
<a href=""http://www.flickr.com/groups/cerofex""></a></b><a href=""http://www.flickr.com/groups/cerofex"">
<img src=""http://farm3.static.flickr.com/2360/2053216195_069c281c7d.jpg?v=0"" /></a>
<i>Please be sure your photo is TAGGED &quot;SOE&quot;</i>

<b>Collect at least 7 double-the-excellence awards and post a small-size <a href=""http://www.flickr.com/groups/cerofex/discuss/72157622657444765/"">HERE</a> to receive admin invite to Shield Of Excellence - Level 2.</b>",20
beautifulcapture,347276@N23,8874067095,Andy Katsaitis - AirTeamImages,2013-05-29 02:09:02,"<b>_____THE YELLOW Group - award______<i> <a href=""http://www.flickr.com/groups/1595870@N20"">
<img src=""http://farm6.static.flickr.com/5215/5410278098_dfe7e2035c_m.jpg"" />
Second - Group - dnoceS- Post 1, Award 4</a> 

<b><i> If you receive 4 YELLOW Group awards <a href=""http://www.flickr.com/groups/1648242@N22"">
Please post direct HERE </a> </i></b></i></b>",21
